rural_or_urban,state_name,district_name,block_tehsil_name,town_municipality_name,village_name,ward_name,serial_number,enumeration_date,water_body_present_sac_data,unique_id,water_body_name,basin_name,sub_basin_name,water_body_type,nature_of_storage,khasra_number,latitude,longitude,water_body_location,ownership,water_body_in_use,water_body_uses_1,water_body_uses_2,water_body_uses_3,cca_water_body,ipc_water_body,not_in_use_reason,water_body_nature,manmade_water_body_type,construction_year,construction_cost,renovation_year,renovation_cost,water_body_presently_under_repair_renovation_restoration,scheme_under_revival_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,targeted_potential_revival,irrigation_potential_revived,associated_with_central_scheme,central_scheme_name,water_throughout_year,number_months,water_spread_area_reference_year,water_spread_area_current_year,minimum_water_spread_area,maximum_water_spread_area,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage,presence_of_silt,filled_up_storage_space,no_of_town_cities_benefited,no_of_villages_benefited,no_people_benefited_by_water_body,wua_exists,extent_of_area_covered_by_wua,number_of_wua_formed,dip_sip_exists,water_body_encroached,encroachment_assessed,area_encroached_percentage,standalone_or_connected,number_of_connected_water_bodies,captured_in_previous_census,enumerator_name,image_path,created_on,remark
Rural,GOA,South Goa,Salcete,,Sao Jose De Areal (Ct),,11,2026-04-16,Yes,1/30/552/005938/0626927/0011,Badako,,,Others,Quarry Mining pit,236/1,15.2458892,73.9968645,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,1628.0,1628.0,500.0,1628.0,67.0,,,,Yes,,1.0,1.0,50.0,No,,,No,No,,,1-Standalone,,Yes,SANJAY KAKODKAR,MIC_2617858.jpeg,2026-04-16 12:04:56.737,
Rural,GOA,South Goa,Salcete,,Davorlim (Ct),,1,2026-03-30,No,1/30/552/005938/0626928/0001,Davorlim Tank,,,Ponds,,43/27,15.2679061,73.9905953,Others,Other Govt.Agency,Yes,Irrigation,Natural Habitat for birds/Animals,,30.0,30.0,,Natural,,,,,,No,,,,,,,No,,Yes,,6671.0,6671.0,6000.0,6671.0,1.28,8506.0,6671.0,Full,Yes,Filled up every year,1.0,1.0,250.0,No,,,No,No,,,1-Standalone,,No,SUVARNA TALEKAR,MIC_2542499.jpeg,2026-03-30 17:16:01.545,
Rural,GOA,South Goa,Salcete,,Davorlim (Ct),,2,2026-04-15,No,1/30/552/005938/0626928/0002,Kumbarem,,,Tank,,79/2,15.2703099,73.9808162,Others,Group of Individuals,Yes,Natural Habitat for birds/Animals,Religious,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,90.0,90.0,85.0,90.0,2.56,230.0,210.0,Full,No,Filled up every year,1.0,1.0,500.0,No,,,No,No,,,1-Standalone,,Yes,SUVARNA TALEKAR,MIC_2615502.jpeg,2026-04-15 16:36:27.685,
Rural,GOA,South Goa,Salcete,,Aquem-Baixo,,1,2026-03-28,No,1/30/552/005938/0626929/0001,,,,Ponds,,6/6,15.25082,73.98828,Others,Group of Individuals,Yes,Irrigation,Ground water recharge,,1.0,1.0,,Natural,,,,,,No,,,,,,,No,,Yes,,2670.0,2670.0,2000.0,2670.0,2.55,3000.0,2670.0,Full,No,Filled up every year,1.0,1.0,200.0,Yes,1.0,1.0,No,No,,,1-Standalone,,No,SAHILI NAIK,MIC_2531330.jpeg,2026-03-28 17:02:24.196,
Rural,GOA,South Goa,Salcete,,Navelim (Ct),,1,2026-03-28,No,1/30/552/005938/0626930/0001,Fradilem tollem,,,Tank,,59/20,15.2508549,73.9748976,Others,Group of Individuals,Yes,Irrigation,,,20.0,20.0,,Man-made,Concrete,2010.0,50000.0,,,No,,,,,,,No,,Yes,,20.0,20.0,20.0,21.0,10.0,200.0,200.0,Full,No,Filled up every year,0.0,1.0,50.0,No,,,No,No,,,1-Standalone,,No,SANJAY NAIK,MIC_2532188.jpeg,2026-03-28 20:26:21.971,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,1,2026-03-26,No,1/30/552/005938/0626931/0001,costa bunglow opposite ,,,Ponds,,102/2,15.2756033,73.9480617,Others,Panchayat,Yes,Natural Habitat for birds/Animals,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,900.0,800.0,800.0,900.0,2.0,900.0,800.0,Full,Yes,Filled up every year,1.0,2.0,4.0,Not Known,,,No,No,,,1-Standalone,,Yes,KENNY FERNANDES,MIC_2555322.jpeg,2026-04-01 18:59:10.678,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,2,2026-03-27,No,1/30/552/005938/0626931/0002,way to benaulim,,,Ponds,,6/17,15.2574183,73.9356633,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,750.0,900.0,600.0,950.0,750.0,740.0,300.0,Upto 3/4,Yes,Filled up every year,1.0,2.0,10.0,Not Known,,,No,No,,,1-Standalone,,Yes,KENNY FERNANDES,MIC_2555323.jpeg,2026-04-01 18:59:24.507,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,3,2026-04-01,No,1/30/552/005938/0626931/0003,zante kaju Shop road,,,Ponds,,260/1,15.2462167,73.9342817,Others,Other private body,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,500.0,500.0,460.0,530.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555334.jpeg,2026-04-01 19:02:56.505,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,4,2026-04-01,No,1/30/552/005938/0626931/0004,CHAPEL ROAD ,,,Ponds,,251/3,15.24454,73.93468,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,670.0,670.0,660.0,760.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,,,,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555335.jpeg,2026-04-01 19:03:05.338,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,5,2026-04-01,No,1/30/552/005938/0626931/0005,chapel road,,,Ponds,,125/5,15.24394,73.93528,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,620.0,620.0,600.0,690.0,2.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555337.jpeg,2026-04-01 19:04:09.853,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,6,2026-04-01,No,1/30/552/005938/0626931/0006,behind zante kaju factory ,,,Ponds,,251/6,15.2434917,73.9351417,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,400.0,400.0,420.0,440.0,1.0,1.0,1.0,Upto 1/4,Yes,Filled up every year,1.0,2.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555338.jpeg,2026-04-01 19:04:21.817,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,7,2026-04-01,No,1/30/552/005938/0626931/0007,behind zante kaju factory ,,,Ponds,,251/7,15.2432483,73.9347617,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,540.0,540.0,560.0,610.0,1.0,1.0,1.0,Upto 1/4,Yes,Filled up every year,1.0,2.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555339.jpeg,2026-04-01 19:04:30.468,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,8,2026-04-01,No,1/30/552/005938/0626931/0008,behind good angel sports arena ,,,Ponds,,150/18,15.2432733,73.9342883,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,500.0,500.0,400.0,520.0,1.0,1.0,1.0,Full,Yes,Filled up every year,1.0,2.0,1.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555340.jpeg,2026-04-01 19:04:37.042,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,9,2026-04-01,No,1/30/552/005938/0626931/0009,caravela cafe and bristo road,,,Ponds,,246/18,15.2410283,73.93637,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,740.0,740.0,700.0,800.0,2.0,1.0,1.0,Full,No,Filled up every year,1.0,2.0,2.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555341.jpeg,2026-04-01 19:04:43.308,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,10,2026-04-01,No,1/30/552/005938/0626931/0010,varca margao road,,,Ponds,,211/12,15.2494403,73.9417543,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,660.0,660.0,580.0,710.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555342.jpeg,2026-04-01 19:04:48.704,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,11,2026-04-01,No,1/30/552/005938/0626931/0011,asilo dr rafael Pereira ,,,Ponds,,227/7,15.2469317,73.941515,Others,Panchayat,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,740.0,740.0,800.0,840.0,2.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555343.jpeg,2026-04-01 19:04:55.162,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,12,2026-04-01,No,1/30/552/005938/0626931/0012,tashi hotel ,,,Ponds,,204/11,15.2504517,73.94154,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,550.0,550.0,420.0,580.0,1.0,1.0,1.0,Upto 1/2,No,Filled up every year,1.0,2.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555344.jpeg,2026-04-01 19:05:01.498,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,13,2026-04-01,No,1/30/552/005938/0626931/0013,Ashoka road ,,,Ponds,,215/11,15.2488083,73.9407717,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,760.0,760.0,700.0,800.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555345.jpeg,2026-04-01 19:05:07.197,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,14,2026-03-31,No,1/30/552/005938/0626931/0014,behind miraculous cross ,,,Ponds,,193/2,15.2554683,73.94626,Tribal,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,670.0,670.0,700.0,750.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,2.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555346.jpeg,2026-04-01 19:05:13.975,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,15,2026-03-31,No,1/30/552/005938/0626931/0015,sk fabrication ,,,Ponds,,190/2,15.25482,73.944155,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,600.0,600.0,620.0,700.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555347.jpeg,2026-04-01 19:05:44.314,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,16,2026-03-31,No,1/30/552/005938/0626931/0016,tora shir restaurant ,,,Ponds,,184/2A,15.2584617,73.945225,Others,Other private body,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,6-9 months,450.0,450.0,450.0,510.0,1.0,1.0,1.0,Upto 1/2,No,Filled up every year,1.0,2.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555433.jpeg,2026-04-01 19:23:36.101,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,17,2026-03-31,No,1/30/552/005938/0626931/0017,miraculous cross ,,,Ponds,,183/11,15.256815,73.944437,Others,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,640.0,650.0,660.0,710.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,2.0,,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555436.jpeg,2026-04-01 19:24:00.033,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,18,2026-03-31,No,1/30/552/005938/0626931/0018,ofm franciscans fathers ,,,Ponds,,177/3,15.25788,73.9418733,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,750.0,750.0,760.0,850.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,2.0,2.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555438.jpeg,2026-04-01 19:24:10.343,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,19,2026-03-31,No,1/30/552/005938/0626931/0019,jafar khan house ,,,Ponds,,1/12,15.25592,73.935835,Tribal,Panchayat,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,600.0,600.0,600.0,700.0,2.0,1.0,1.0,Upto 1/4,Yes,Rarely filled up,1.0,2.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555440.jpeg,2026-04-01 19:24:18.027,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,20,2026-03-31,No,1/30/552/005938/0626931/0020,tora shir restaurant ,,,Ponds,,142/5,15.2585878,73.945405,Tribal,Other private body,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,630.0,630.0,590.0,650.0,1.0,1.0,1.0,Upto 1/2,No,Filled up every year,1.0,2.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555441.jpeg,2026-04-01 19:24:23.117,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,21,2026-03-31,No,1/30/552/005938/0626931/0021,Zudio mall ,,,Ponds,,139/1,15.2642233,73.94991,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,740.0,740.0,720.0,800.0,2.0,2.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,No,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555443.jpeg,2026-04-01 19:24:32.34,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,22,2026-03-31,No,1/30/552/005938/0626931/0022,near Zudio mall,,,Ponds,,139/1,15.26569,73.9510133,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,520.0,520.0,480.0,580.0,1.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555444.jpeg,2026-04-01 19:24:37.437,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,23,2026-03-31,No,1/30/552/005938/0626931/0023,near malkarnekar traders ,,,Ponds,,137/4,15.2692973,73.9508458,Others,Panchayat,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,560.0,560.0,600.0,630.0,1.0,1.0,1.0,Full,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555453.jpeg,2026-04-01 19:25:27.128,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,24,2026-03-28,No,1/30/552/005938/0626931/0024,behind i icecream parlour ,,,Ponds,,30/3,15.263695,73.9361467,Others,Panchayat,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,700.0,600.0,600.0,800.0,1.0,2.0,1.0,Upto 3/4,No,Filled up every year,1.0,2.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555461.jpeg,2026-04-01 19:26:05.755,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,25,2026-03-30,No,1/30/552/005938/0626931/0025,western bypass service road ,,,Ponds,,130/8,15.265585,73.9491333,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,780.0,800.0,720.0,820.0,2.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555475.jpeg,2026-04-01 19:27:10.562,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,26,2026-03-28,No,1/30/552/005938/0626931/0026,near oyo home stay ,,,Ponds,,45/14,15.26432,73.9384167,Others,Panchayat,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,700.0,320.0,320.0,700.0,2.0,3.0,200.0,Full,No,Filled up every year,1.0,2.0,3.0,No,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555477.jpeg,2026-04-01 19:27:14.93,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,27,2026-03-30,No,1/30/552/005938/0626931/0027,golden anquar liquor store ,,,Ponds,,127/12,15.2617033,73.947625,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,500.0,470.0,500.0,580.0,1.0,2.0,1.0,Upto 1/2,No,Filled up every year,2.0,1.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555478.jpeg,2026-04-01 19:27:19.719,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,28,2026-03-30,No,1/30/552/005938/0626931/0028,don Bosco road,,,Ponds,,125/7,15.2625033,73.9465017,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,520.0,480.0,470.0,570.0,1.0,1.0,1.0,Upto 1/2,Yes,Filled up every year,1.0,2.0,1.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2555483.jpeg,2026-04-01 19:27:49.258,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,29,2026-03-30,No,1/30/552/005938/0626931/0029,PEDDA,,,Ponds,,93/4,15.27591,73.94387,Others,Panchayat,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,660.0,770.0,1.0,800.0,1.0,1.0,1.0,Full,Yes,Filled up every year,,,,No,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555493.jpeg,2026-04-01 19:28:34.41,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,30,2026-03-28,No,1/30/552/005938/0626931/0030,spatos ventures ,,,Ponds,,57/1,15.268235,73.941595,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,700.0,500.0,400.0,700.0,1.0,560.0,560.0,Upto 1/2,Yes,Filled up every year,1.0,2.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2555494.jpeg,2026-04-01 19:28:38.469,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,31,2026-03-30,No,1/30/552/005938/0626931/0031,AFTER UNDER BYPASS ROAD ,,,Ponds,,134/4,15.2645,73.94899,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,500.0,500.0,420.0,600.0,1.0,2.0,1.0,Upto 3/4,No,Filled up every year,,,,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2556593.jpeg,2026-04-02 08:54:55.896,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,32,2026-03-30,No,1/30/552/005938/0626931/0032,near abduls garage,,,Ponds,,114/3,15.2727033,73.9476317,Others,Other Govt.Agency,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,880.0,670.0,670.0,880.0,2.0,2.0,2.0,Upto 3/4,No,Filled up every year,2.0,1.0,2.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2556594.jpeg,2026-04-02 08:55:28.71,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,33,2026-03-30,No,1/30/552/005938/0626931/0033,,,,Ponds,,66/2,15.2733683,73.93813,Others,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,700.0,370.0,370.0,750.0,2.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2556595.jpeg,2026-04-02 08:55:33.723,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,34,2026-03-28,No,1/30/552/005938/0626931/0034,TEMPLE ROAD ,,,Others,PLEASE CORRECT,2/7,15.25705,73.93385,Others,Panchayat,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,No,less than 6 months,200.0,240.0,300.0,360.0,1.0,,,,Yes,,,,,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2556596.jpeg,2026-04-02 08:55:41.102,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,35,2026-03-28,No,1/30/552/005938/0626931/0035,behind innovativon hair cutting saloon,,,Ponds,,298/6A,15.2495,73.928185,Others,Panchayat,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,760.0,800.0,260.0,700.0,1.0,710.0,200.0,Full,No,Filled up every year,1.0,2.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2556597.jpeg,2026-04-02 08:55:46.524,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,36,2026-03-28,No,1/30/552/005938/0626931/0036,BEHIND GOA CHITRA MUSIUM ,,,Ponds,,56/6,15.2666683,73.9431567,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,620.0,830.0,600.0,770.0,1.0,2.0,1.0,Full,No,Filled up every year,,,,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2556598.jpeg,2026-04-02 08:55:50.429,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,37,2026-03-30,No,1/30/552/005938/0626931/0037,near pedd junction ,,,Ponds,,118/5,15.2706467,73.9481667,Others,Panchayat,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,500.0,500.0,650.0,700.0,1.0,1.0,1.0,Full,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2556599.jpeg,2026-04-02 08:55:57.933,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,38,2026-03-30,No,1/30/552/005938/0626931/0038,DEVIPUJAK SAMAJ TEMPLE ,,,Ponds,,119/4,15.26999,73.94802,Others,Panchayat,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,660.0,740.0,740.0,820.0,2.0,2.0,1.0,Upto 3/4,No,Filled up every year,,,,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2556601.jpeg,2026-04-02 08:56:05.002,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,39,2026-03-28,No,1/30/552/005938/0626931/0039,near auxilium high school ,,,Ponds,,60/8,15.2676167,73.9440067,Others,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,560.0,660.0,600.0,740.0,2.0,700.0,450.0,Upto 3/4,No,Filled up every year,1.0,2.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2556602.jpeg,2026-04-02 08:56:09.343,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,40,2026-03-28,No,1/30/552/005938/0626931/0040,after peaceful 3 apart,,,Ponds,,59/2,15.2704967,73.9388935,Others,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,680.0,460.0,470.0,650.0,3.0,1.0,450.0,Full,No,Filled up every year,1.0,2.0,2.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2556603.jpeg,2026-04-02 08:56:14.34,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,41,2026-03-30,No,1/30/552/005938/0626931/0041,near gov primary middle school ,,,Ponds,,66/10,15.2739283,73.9394317,Tribal,Panchayat,No,,,,,,Siltation,Natural,,,,,,No,,,,,,,No,,Yes,,720.0,770.0,260.0,740.0,1.0,2.0,1.0,Full,Yes,Filled up every year,1.0,2.0,,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2556606.jpeg,2026-04-02 08:57:14.424,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,42,2026-03-30,No,1/30/552/005938/0626931/0042,near colony ,,,Ponds,,127/4,15.26303,73.9480683,Others,Other private body,No,,,,,,Others,Natural,,,,,,No,,,,,,,No,,Yes,,580.0,480.0,600.0,660.0,1.0,1.0,1.0,Upto 1/4,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2556608.jpeg,2026-04-02 08:57:38.18,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,43,2026-03-30,No,1/30/552/005938/0626931/0043,near pedda junction ,,,Ponds,,132/16p,15.2677983,73.9476367,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,400.0,400.0,430.0,500.0,1.0,1.0,1.0,Upto 1/2,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,Yes,No,,1-Standalone,,No,KENNY FERNANDES,MIC_2556620.jpeg,2026-04-02 09:03:12.254,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,44,2026-03-31,No,1/30/552/005938/0626931/0044,behind miraculous cross ,,,Ponds,,186/5,15.2579233,73.9466983,Tribal,Panchayat,No,,,,,,Dried-up,Natural,,,,,,No,,,,,,,No,,No,6-9 months,610.0,610.0,620.0,770.0,1.0,1.0,1.0,Upto 1/2,Yes,Filled up every year,1.0,2.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2556621.jpeg,2026-04-02 09:03:52.109,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,45,2026-03-30,No,1/30/552/005938/0626931/0045,near pedda cotres building ,,,Ponds,,118/2,15.2710791,73.9479399,Others,Other private body,No,,,,,,Salinity,Natural,,,,,,No,,,,,,,No,,Yes,,600.0,770.0,650.0,780.0,1.0,1.0,1.0,Upto 1/2,No,Filled up every year,1.0,1.0,0.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2556705.jpeg,2026-04-02 09:28:02.362,
Rural,GOA,South Goa,Salcete,,Benaulim (Ct),,46,2026-04-03,No,1/30/552/005938/0626931/0046,Mr bs wine and spirits ,,,Ponds,,262/35,15.2471272,73.9340762,Others,Panchayat,Yes,Other,,,,,,Natural,,,,,,No,,,,,,,No,,Yes,,550.0,550.0,470.0,560.0,2.0,1.0,1.0,Upto 3/4,No,Filled up every year,1.0,1.0,2.0,Not Known,,,No,No,,,1-Standalone,,No,KENNY FERNANDES,MIC_2562521.jpeg,2026-04-03 09:56:05.63,
